OBJECTID,Address,Property_Type,Property_Uses,Site_EUI,GHG_Intensity,ShapeSTArea,ShapeSTLength,Reported,Property_Name,Gross_Sq_Ft,EnergyStar_Score,EnergyStar_Certified,Year_Built,GHG_Emissions,Site_Energy_Use,Water_Intensity,OnSite_Solar,Owner_Submitted_Link,ZIP,Tax_Parcel,Pct_Electricity,Pct_Gas,Pct_Steam,Owner_Submitted_Info,Years_Reported
88,One Financial Center,Office,"Office, Parking",52.8,5.1,46235.7521972656,869.71524115332,Yes,One Financial Center,1305390,85,"2015, 2014, 2013, 2012, 2011, 2010, 2009, 2008, 2007",1984,6661.9,68860057.5,9.65971855,,,02111,0304285000,1.00000008,,,,"2014, 2015, 2016"
89,155 Seaport Boulevard,Office,Office,70.6,6.8,42883.9770507812,859.547905305936,Yes,World Trade Center West,551185,72,,2000,3764.5,38911077.7,16.89233198,,,02210,0602677010,0.9999996,,,,"2014, 2015, 2016"
90,One International Place,Office,"Data Center, Office, Other - Mall, Parking, Personal Services, Restaurant",72.4,7,31263.3276367188,900.495593664084,Yes,One International Place,1171211,77,"2015, 2014",1986,8208.8,84849617.8,12.07724313,,,02110,0304075000,0.99999998,,,,"2014, 2015, 2016"
91,101 Arch Street,Office,"Fast Food Restaurant, Food Service, Office, Parking, Restaurant",73.4,7,30425.5041503906,889.354716085831,Yes,CBRE - 101 Arch St,473896,80,"2015, 2013, 2012, 2011, 2010, 2009",1988,3301.2,34767216.8,16.91425967,,,02110,0304597000,0.95891372,0.04108623,,,"2014, 2015, 2016"
92,95 Brookline Ave,Laboratory,Laboratory,370.8,27.1,39236.4753417969,947.556191103784,Yes,BIDMC Research North,114681,,,1994,3107.8,42520833.9,48.00533654,,,02215,2100067000,0.45782814,0.54217186,,,"2014, 2015, 2016"
93,245 Summer Street,Office,"Data Center, Financial Office, Office",125.5,11.3,65389.1638183594,1165.47878459469,Yes,BOS - 245 Summer Street,905414,97,2013,1975,10270.4,113589967.9,,,,02210,04-3337741,0.85141214,0.14127303,,"The parcel identification code has been added to this reporting on February 4, 2014. The property was LEED Silver certified in 2009. LEED re-certified in 2013 and achieved LEED Gold.","2014, 2015, 2016"
94,1380 Soldiers Field Rd,Office,"Medical Office, Office, Parking",107.4,8.4,35050.9260253906,872.014724720125,Yes,1380 Soldiers Field Rd,76962,51,,1990,643.8,8268281.2,7.80125257,,,02134,2200578000,0.5672451,0.43275507,,,"2014, 2015, 2016"
95,One Liberty Square,Office,Office,49.7,4.8,14579.0048828125,480.112532906823,Yes,One Liberty Square,173600,82,"2015, 2014, 2013, 2012, 2011",1926,834,8620516.3,7.60253456,,,02109,0303833000,1.00000008,,,Conducted energy audit 10/2010.  PM implementing and tracking ECMs.,"2014, 2015, 2016"
96,Two International Place,Office,"Bank Branch, Data Center, Fitness Center/Gym, Office, Other - Mall, Parking, Repair Services, Restaurant",79.4,7.7,51898.2416992188,1016.59028696627,Yes,Two International Place,851195,76,"2015, 2014",1992,6541.8,67619284.2,11.09510747,,,02110,0304071000 0304060010,1.00000007,,,,"2014, 2015, 2016"
97,33 Broad Street,Office,"Food Service, Office, Self-Storage Facility",176.9,13.2,4778.28051757812,285.676391536037,Yes,33 Broad Street,40736,4,,1902,535.8,7207681.9,13.6758641,,,02109,0303840000,0.4862788,0.51372114,,,2016
98,545 Boylston Street,Office,Office,86.2,7,6600.5830078125,326.763608015632,Yes,545 Boylston Street,97790,66,,1972,684.2,8428189.8,16.15195828,,,02116,0501298000,0.48696297,,51%,,"2014, 2016"
99,186 Lincoln Street,Office,Office,50.6,4.3,6393.77197265625,328.721489331136,Yes,186 Lincoln Street,68350,,,1899,292.6,3458107.9,5.32845647,,,02111,030534010,0.56968696,0.11564034,,,"2014, 2015, 2016"
100,,,,,,55196.0568847656,1091.73943120783,No,1 FEDERAL ST,,,,,,,,,,02110,,,,,,"2014, 2015"
101, 251 Causeway Street,Office,"Medical Office, Office",64,6.1,20792.1372070312,654.450096268098,Yes,251 Causeway - Ste# 700490,150097,73,"2015, 2014, 2013",1909,914,9600383.5,12.45794386,,,02114,0301510000,0.96414897,0.03482476,,,"2014, 2015, 2016"
102,33 Arch Street,Office,"Office, Parking",71,6.9,24361.3764648438,648.495358772101,Yes,33 Arch Street,648403,80,"2015, 2014, 2013, 2012, 2011, 2010, 2009, 2008",2004,4456.9,46068752.8,10.36346223,,,02110,0304643020,1.00000006,,,,"2014, 2015, 2016"
103,120 Huntington Avenue,Hotel,Hotel,147.5,9.6,35344.9619140625,911.893682725185,Yes,The Colonnade Hotel,276439,48,,1971,2657,40762948.7,72.60950879,,,02116,Not Available,0.27656554,0.72343447,,,"2014, 2015, 2016"
104,200/220 Boylston Street,Hotel,"Hotel, Multifamily Housing, Parking",65.2,5.3,41050.7878417969,1041.50407395876,Yes,Four Seasons Place - Hotel/Condo Management,798170,52,,1980,4267.6,52024539.4,24.92902515,,,02116,0501185000,0.58937682,0.1696038,24%,"Four Seasons Place Assessing Parcel ID is  0501185000.  This benchmarking covers both hotel and condo properties as both are in the same building.

Gas - Direct Energy10073 is now Sprague Operating Resources LLC	79069000 effective 1/6/2015.  ","2014, 2015, 2016"
105,39 Dalton Street,Hotel,Hotel,110.8,7.5,105124.662353516,1475.97920458718,Yes,5677-Sheraton Boston Hotel,1040000,51,,1990,7801.8,115213709.4,39.18173077,,,02199,0401037300,0.3346522,0.66534786,0%,,"2014, 2015, 2016"
106,600 Atlantic Avenue,Financial Office,"Data Center, Financial Office, Office, Parking",87.9,12,113232.505615234,2260.84805292805,Yes,01-1-Boston Head Office,1078903,83,"2015, 2014, 2013, 2012, 2011, 2010, 2008",1978,12935.3,94854311.2,12.24808903,,,02210,0304340000,0.60163865,0.01815939,38%,,"2014, 2015, 2016"
107,175 Berkeley St.,Office,"Office, Parking, Restaurant",76.5,6.2,56863.5563964844,1528.95381381499,Yes,175 Berkeley St. (0001),522349,86,"2015, 2011, 2010, 2009, 2008",1958,3221.2,39935712.6,9.54649095,,,02116,0501153000 0501155000,0.63132843,0.3686716,,"6/2013 - New Conference Center Addition opens.
9/2013 - Major Bldg Renovation Project Underway.  Floors 3-10 (half of 9th Fl) are completely vacant.
9/2015 - Reoccupancy of 47,026 SF 1st Floor Renovation","2014, 2015, 2016"
108,40 Broad St.,Office,"Office, Restaurant",62.9,5.7,28748.1804199219,696.622713844833,Yes,40 Broad St.,286159,85,"2015, 2014, 2013, 2012, 2011, 2010",1923,1644.2,18010780.1,12.81804871,,,02109,0303824000,0.82018142,,18%,0,"2014, 2015, 2016"
109,7 ALLSTATE RD,Retail Store,"Parking, Retail Store",73.5,6.3,120577.835205078,1563.08037585402,Yes,BOSTON SOUTH BAY (1898),147225,84,2012,2004,921.1,10827088.7,13.67294957,,,02125,0703501010,0.73255043,0.26744955,,,"2014, 2015, 2016"
110,75-101 Federal Street,Office,"Bank Branch, Office, Parking",66.6,6.3,38565.9404296875,1389.99503045653,Yes,75-101 Federal Street,888478,76,"2015, 2014, 2012, 2009",1929,5605.5,59140434.7,12.86188291,,,02110,0304199,0.93800521,0.00614848,6%,"This property has two Boston parcel IDs.

0304198000
0304199000

Thank-you.

Steve Di Giacomo","2014, 2015, 2016"
111,535 Boylston Street,Office,Office,84.7,7.1,7014.70263671875,335.542523422912,Yes,535 Boylston Street,104036,61,,1963,738.6,8806723.5,16.96432004,,,02116,0501297000,0.57908343,0.00801395,41%,,"2014, 2016"
112,120 Tremont Street,Other,Other,64.9,6.2,40377.9914550781,844.843396451372,Yes,Sargent Hall,287358,,,1996,1786.9,18635836.3,18.91890951,,,02108,Not Available,0.9803136,0.01968632,,,"2014, 2016"
113,8 Ashburton Place,Office,"Data Center, Office",70.1,6.3,1017.22485351562,133.191509154561,Yes,Sawyer Building,149634,,,1920,943.7,10494722.4,16.25499552,,,02108,Not Available,0.8435682,0.15643193,,,"2014, 2016"
114,1295 BOYLSTON ST,Office,"Office, Parking, Retail Store",177.2,15,26379.4460449219,751.825066458539,Yes,1295 Boylston - Ste# 535088,130751,12,,1990,1964.8,23166941.1,9.85996283,,,02215,0504210010,0.72609023,0.27316511,,Property Management received from national grid and NStar the gas use for the missing tenants and whole building electric uses.,"2014, 2015, 2016"
115,109 BROOKLINE AVE,Office,"Office, Parking",278.9,25.3,73227.3159179688,1410.46935274605,Yes,109 Brookline Ave. - Ste # 602030,305362,4,,1990,7737.7,85153992.7,13.87271501,,,02215,2100071000,0.86527949,0.1347204,,,"2014, 2015, 2016"
116,10 Somerset Street,Residence Hall/Dormitory,Residence Hall/Dormitory,128.6,9.9,6739.18408203125,329.062370983069,Yes,Miller Hall,131253,27,,2004,1305.3,16880977.8,25.04857032,,,02108,Not Available,0.37320307,0.03012362,60%,,"2014, 2016"
117,99 Bedford Street,Office,Office,71.1,5.5,16195.4270019531,524.761181117509,Yes,99 Bedford Street,93779,85,"2015, 2012",1874,518,6663746.4,6.61235458,,,02111,0304245000,0.56429224,0.43570786,,,"2014, 2015, 2016"
118,40 Court Street,Office,Office,127.1,10.3,11021.2026367188,735.353498377301,Yes,40 Court Street,130000,25,,1914,1334.8,16517390.3,15.37923077,,,02108,0302855000,0.55029981,0.17207677,28%,,"2014, 2015, 2016"
119,One Bowdoin Square,Office,"Office, Parking",72.1,5.8,16379.2543945312,530.950606508761,Yes,One Bowdoin Square,144088,83,2015,1972,841.3,10390212,12.81230914,,,02114,0302621000,0.63852389,0.36147596,,"The month of April had an adjustment of -7782...  we took that off of the following month (May)
that is why April shows zero consumption.","2014, 2015, 2016"
120,380 Stuart Street,Office,Office,39.9,3.9,15493.0886230469,510.315287093442,Yes,380 Stuart Street,149000,96,"2015, 2014, 2013, 2012, 2011, 2010, 2009",1930,575.7,5950807,12.68322148,,,02116,0401131000,0.99970083,,0%,LEED EBOM Project #1000006306,"2014, 2015, 2016"
121,116 Huntington Ave,Office,"Office, Parking, Restaurant",59.8,5.8,19960.8171386719,617.649488185788,Yes,116 Huntington,287141,83,"2015, 2010",1990,1662.4,17183562.2,11.71584692,,,02116,0401013010,1,,,,"2015, 2016"
122,36 First Avenue,Office,Office,72.5,6.6,21065.8120117188,716.915035017537,Yes,MGH Institute of Health Professions,64925,72,,1865,427.2,4703860.5,9.9561032,,,02129,0203504000 0203504001,0.86395505,0.13604493,,,"2014, 2015, 2016"
123,111 Western Avenue,Multifamily Housing,Multifamily Housing,68.1,5.1,77503.7922363281,3793.73753661737,Yes,Soldiers Field Park Complex (Roll-Up),453389,78,,1976,2289.7,30868092.5,29.84787897,,,02134,2200480000,0.25633198,,74%,"Boston Data
610 640 SOLDIERS FIELD RD	
Parcel 2200480000

Harvard Data (4 spaces)
06118	Soldiers Field Park 1	111 Western Ave	HUH
06115	Soldiers Field Park 2	111 Western Ave	HUH
06116	Soldiers Field Park 3	111 Western Ave	HUH
06117	Soldiers Field Park 4	1","2014, 2015, 2016"
124,5 Blossom Street,Hotel,Hotel,73.6,5.6,19521.1372070312,732.67669851669,Yes,Wyndham Boston at Beacon Hill,224602,80,2013,1968,1263.9,16527820.1,37.83091869,,,02114,0300660002,0.53530833,0.46469176,,,"2014, 2015, 2016"
125,60 South Street,Office,"Convenience Store, Office, Parking",78.9,7.6,20221.2512207031,575.202808721563,Yes,Two Financial Center,240321,74,2014,2009,1834.5,18962093.6,11.04564312,,,02111,0304300010,1.00000005,,,LEED Project ID: 1000056634,"2014, 2015, 2016"
126,950 American Legion Hgwy,Supermarket/Grocery Store,Supermarket/Grocery,245.9,19.6,87193.0207519531,1613.94671315465,Yes,0004 Roslindale,38694,49,,2001,760.2,9515343.1,62.14141727,,,02131,1807323000,0.61365987,0.38634008,,,"2015, 2016"
127,250 First Avenue,Multifamily Housing,"Multifamily Housing, Parking",56.8,4.4,46726.3522949219,1534.8416611175,Yes,Harborview at the Navy Yard,225748,81,,2008,994,12814097.5,41.20966742,,,02129,Not Available,0.56047438,0.43952558,,,2016
128,710 Boylston Street,Hotel,Hotel,133.6,9.5,12572.6223144531,583.051846866576,Yes,The Lenox Hotel,130410,67,"2007, 2004",1900,1236.4,17419834.4,64.4352427,,,02116,0401038000,0.40939042,0.59060965,,,"2014, 2015, 2016"
129,70 East India Row,Other,Other,10.8,1,56773.849609375,963.765855123043,Yes,Harbor Garage,364500,,,1969,379.7,3924572.2,9.09711934,,,02110,0302995000,0.99999972,,,,"2014, 2015, 2016"
130,69 R. Boston Street,Hotel,Hotel,156.1,12.6,11058.6555175781,591.39983241849,Yes,045 - Holiday Inn Express Dorchester,58051,11,,2010,732.3,9059809.7,131.47060343,,,02125,0703436000,0.63511044,0.36488959,,,"2014, 2015, 2016"
131,,,,,,25126.7478027344,884.275720497484,No,    BOSTON ST,,,,,,,,,,02125,,,,,,2014
132,525 Washington Street - 10 West Street,Residence Hall/Dormitory,"Performing Arts, Residence Hall/Dormitory",54.4,4,17118.98828125,779.670763393949,Yes,Modern Theater and 10 West Combined,190128,,,2010,755.2,10334109,25.24614996,,,02111,Not Available,0.45750264,0.54249728,,"Because these two properties share water they are being reported together.  

The parcel ID#'s are:  

10 West: 0304826010
Modern Theater: 0304828000","2014, 2016"
133,500 Boylston St.,Office,"Office, Parking",57.6,5.6,56917.7739257812,1422.17881168218,Yes,Five Hundred Boylston Street,744169,83,"2015, 2014, 2010, 2009, 2008, 2002, 2000",1987,4148.5,42880492,15.90189863,,,02116,0401092000,0.99999973,,,,"2014, 2015, 2016"
134,222 Berkeley Street,Office,"Office, Parking",53.8,5.2,46865.0649414062,1085.4102360011,Yes,Two Twenty Two Berkeley,524038,90,"2015, 2014, 2012, 2011, 2009, 2008, 2005, 2002, 1999",1991,2726.9,28186606.2,10.49694869,,,02116,0401096000,1.00000003,,,LEED 2009 EBOM project 1000000231,"2014, 2015, 2016"
135,75 Francis Street,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),329.7,22.8,279159.322265625,6307.92606225241,Yes,PHS-BWH Main Campus,2138279,26,,1910,48754.8,704975535.7,26.90822853,,,02115,0401896000,0.28443826,,36%,,"2014, 2015, 2016"
136,401 Park Drive,Office,"Data Center, Non-Refrigerated Warehouse, Office, Other - Mall, Retail Store",85.7,6.9,240731.176513672,2330.03550849837,Yes,Landmark Center,1003987,78,"2016, 2015, 2014, 2013",1928,6973.2,86059819.2,12.85913065,,,02215,2100077000,0.63975491,0.36024519,,,"2014, 2015, 2016"
137,84 State Street,Office,"Office, Other, Restaurant",55.6,5,12358.19140625,547.088743888377,Yes,84 State Street,133208,89,"2015, 2014, 2013, 2012, 2011",1902,668.2,7408422.7,11.04363101,,,02109,0303680-000,0.70954405,,,0,"2014, 2015, 2016"
138,21 Custom House Street,Office,"Office, Parking",84.6,8.2,10458.1101074219,414.649032380697,Yes,21 Custom House,105197,61,,1984,861,8899905.2,13.06406076,,,02210,0303988000,1,,,,"2014, 2015, 2016"
139,44 Binney st,Other,"Other, Parking",429.2,29.5,27698.2431640625,688.537788742433,Yes,DFCI - Dana Building,405175,,,1975,11969.3,173910955.7,14.37897205,,,02215,401913000,0.25488036,,42%,"Dana Building
Correct Gross Square Feet is 405,175.

The Dana Building contains a mix of space uses, including medical research laboratories, and clinical space that feature energy intensive diagnostic equipment such as MRI's and Linear accelerators.  DFC","2014, 2015, 2016"
140,100 Bay State Road,Restaurant,"Office, Restaurant",27.5,2.7,5662.1650390625,320.631860733258,Yes,100 Bay State Road,109614,,,2012,291.1,3009450,,,,02215,Not Available,0.99999995,,,LEED Project Number: 1000006473,"2014, 2015, 2016"
141,50 Binnet Street,Medical Office,Medical Office,158.6,10.9,7663.92333984375,550.651701973758,Yes,DFCI - Shields Warren Building,46640,30,,1980,509.8,7398484.5,7.76586621,,,02215,Not Available,0.36211318,,11%,,"2014, 2016"
142,1 Jimmy Fund Way,Other,"Other, Parking",604,40.5,21465.2802734375,613.276793687605,Yes,DFCI - Smith Building,328204,,,1995,13290,198236706.8,100.67793202,,,02215,401919000,0.18924126,,49%,"Smith Building

The Smith Building contains a mix of space uses, primarily specialized medical research laboratories. DFCI has, and will continue to, reduced the buildings energy intensity through thoughtful investment in more efficient systems and practi","2014, 2015, 2016"
143,420 Brookline Ave,Other,Other,461.2,32.2,21882.9416503906,609.674975500653,Yes,DFCI - Mayer Building,121516,,,1986,3909.6,56037155.6,30.07422891,,,02215,Not Available,0.2873252,,39%,"The Mayer Building space is primarily medical research laboratories. DFCI has, and will continue to, reduced the buildings energy intensity through thoughtful investment in more efficient systems and practices when possible.","2014, 2015, 2016"
144,35 Binney Street,Other,Other,671.2,46.1,13408.0808105469,531.21512584096,Yes,DFCI - Jimmy Fund Building,101514,,,1952,4683,68136302.5,68.61221112,,,02215,401898000,0.22572511,,50%,"Jimmy Fund Building

The Jimmy Fund Building contains a variety of space uses, including medical research laboratories, and clinic space.  DFCI has, and will continue to, reduced the buildings energy intensity through thoughtful investment in more efficie","2014, 2015, 2016"
145,55 Fruit St.,Hospital (General Medical & Surgical),"Hospital (General Medical & Surgical), Parking",261.9,7.34323279,466616.270019531,9251.2363357724,Yes,PHS-MGH Main Campus,3912529,14,,1811,28730.61122909,1024728867.8,39.35344633,,,02114,0300370000 0300445000 0300445001 0300370000,0.40337281,0.00346756,59%,,"2014, 2015, 2016"
146,280 Congress St.,Office,"Data Center, Office, Parking, Restaurant",79.2,6.8,32515.9963378906,895.785170210198,Yes,Atlantic Wharf,840913,90,"2016, 2015, 2013",2010,5755.8,66574999.2,11.92489592,,,02210,0302952018 0302952020 0302952022 0302952024,0.76417885,0.23582126,,"Atlantic Wharf office tower/retail includes the following parcel IDs: 0302952018, 0302952020, 0302952022, 0302952024","2014, 2015, 2016"
147,300 Longwood Ave,Other - Specialty Hospital,"Other, Other - Specialty Hospital, Parking",475.6,32.6,265230.329101562,5812.59802815463,Yes,Boston Children's Hospital,2264503,,,1914,73790.8,1077092066.5,28.63696802,,,02115,Not Available,0.22959945,,47%,"Boston Children's Hospital is composed of numerous buildings constructed between 1914 through 2015. This is as of May 1, 2015

CHB MAIN property increased sq ft during 2014 by 117,345,  this is included in the total sq ft for CHB MAIN","2014, 2015, 2016"
148,,,,,,278305.682861328,19854.1194977766,No,10 638 GEORGETOWNE DR,,,,,,,,,,02136,,,,,,2015
149,,,,,,45900.1513671875,2162.59362913086,No,1344 HYDE PARK AV,,,,,,,,,,02136,,,,,,2015
150,1855 Washington Street,Multifamily Housing,Multifamily Housing,96.7,6.7,11817.9348144531,519.807939031706,Yes,Mandela Homes,114190,50,,1900,759.6,11038622.3,76.33417988,,,02118,0901150000,0.35971419,0.64028593,,,"2015, 2016"
151,Quincy Tower,Multifamily Housing,Multifamily Housing,71.1,4.3,7184.88061523438,397.438034435829,Yes,Quincy Towers,123197,92,,1900,524,8754449.8,70.13076617,,,02111,0305550000,0.15461346,0.84538653,,,"2015, 2016"
152,1344 Hyde Park Avenue,Multifamily Housing,Multifamily Housing,82.2,5.4,20715.2412109375,910.717936147978,Yes,Blake Estates I,132000,37,,1900,710.9,10844003.4,49.11666667,,,02136,1809255000,0.28524361,0.7147564,,,"2015, 2016"
153,179 Lincoln Street,Office,"Office, Parking",63.2,5.6,44094.7199707031,879.064336339375,Yes,179 Lincoln Street,236461,90,"2015, 2014, 2013, 2012",1899,1327.9,14940712.3,7.43632142,,,02111,05332-000,0.81973914,0.18026097,,0,"2014, 2015, 2016"
