PID,CM_ID,GIS_ID,ST_NUM,ST_NAME,ST_NAME_SUF,UNIT_NUM,ZIPCODE,PTYPE,LU,OWN_OCC,OWNER,MAIL_ADDRESSEE,MAIL_ADDRESS,MAIL CS,MAIL_ZIPCODE,AV_LAND,AV_BLDG,AV_TOTAL,GROSS_TAX,LAND_SF,YR_BUILT,YR_REMOD,GROSS_AREA,LIVING_AREA,NUM_FLOORS,STRUCTURE_CLASS,R_BLDG_STYL,R_ROOF_TYP,R_EXT_FIN,R_TOTAL_RMS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_BTH_STYLE,R_BTH_STYLE2,R_BTH_STYLE3,R_KITCH,R_KITCH_STYLE,R_KITCH_STYLE2,R_KITCH_STYLE3,R_HEAT_TYP,R_AC,R_FPLACE,R_EXT_CND,R_OVRALL_CND,R_INT_CND,R_INT_FIN,R_VIEW,S_NUM_BLDG,S_BLDG_STYL,S_UNIT_RES,S_UNIT_COM,S_UNIT_RC,S_EXT_FIN,S_EXT_CND,U_BASE_FLOOR,U_NUM_PARK,U_CORNER,U_ORIENT,U_TOT_RMS,U_BDRMS,U_FULL_BTH,U_HALF_BTH,U_BTH_STYLE,U_BTH_STYLE2,U_BTH_STYLE3,U_KITCH_TYPE,U_KITCH_STYLE,U_HEAT_TYP,U_AC,U_FPLACE,U_INT_FIN,U_INT_CND,U_VIEW,Berdo_Address,ZIP,EUI
0304102001_,nan,0304102000_,125,PURCHASE,ST,nan,02110_,974,E,N,CITY OF BOSTON FIRE DEPARTME, ,125 PURCHASE ST,BOSTON MA,02110_,2800,14063500,14066300,0,nan,1989,nan,30052,30052,nan,B,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,125 Purchase St,2110,132.6
0304256000_,nan,0304256000_,125,SUMMER,ST,nan,02110_,348,C,N,OPG 125 SUMMER OWNER (DE)LLC,C/O OXFORD PROPERTIES GROUP,125 SUMMER STREET,BOSTON MA,02110_,23721900,165455600,189177500,479943318,30618,1987,2009,661815,634240,22,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,125 Summer Street,2110,60.9
0200568000_,nan,0200568000_,126,HIGH,ST,nan,02129_,101,R1,Y,ODONNELL HELEN D, ,126 HIGH ST,CHARLESTOWN MA,02129_,205300,328500,533800,565294,1200,1865,0,1885,1245,2,R,SD,G,A,5,2,1,0,N,N,nan,1,N,nan,nan,W,N,0,A,A,A,N,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,126 High Street,2110,71.5
0304206000_,nan,0304206000_,133,FEDERAL,ST,nan,02110_,346,C,N,B E REALTY LIMITED PARTNERSH,C/O B E REALTY LPS,2 CHARLESGATE WEST,BOSTON MA,02215_,11094500,22592500,33687000,85463919,20157,1959,2005,130000,120000,12,B,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,133 Federal St,2110,133
0304406000_,0304406000_,0304406000_,160,FEDERAL,ST,nan,02110_,995,CM,N,THE LANDMARK CONDO ASSN, ,160 FEDERAL,BOSTON MA,02110_,0,0,0,0,29169,1999,1999,0,0,24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,HR,0,127,0,B,E,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160 Federal Street,2110,46.4
0304176000_,0304176000_,0304176000_,185,FRANKLIN,ST,nan,02110_,995,CM,N,185  FRANKLIN  STREET,C/O C T CORPORATION SYSTEM,155 FEDERAL ST  #700,BOSTON MA,02110_,0,0,0,0,76606,1948,1993,0,0,4,B,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FS,0,8,0,C,G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,185 Franklin Street,2110,49.3
0200570000_,nan,0200570000_,20,FRANKLIN,ST,nan,02129_,132,RL,N,BRADY JAMES W,C/O JAMES BRADY,92 ARLINGTON AVE,CHARLESTOWN MA,02129_,16600,0,16600,17579,939,0,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20 Winthrop Square/ 77-93 Franklin Street/80 Arch Street,2110,73.5
0304672000_,nan,0304672000_,24,FEDERAL,ST,nan,02110_,345,C,N,PEABODY EQUITY PARTNERS LLC,C/O AEGEAN CAPITAL LLC,150 EAST 58TH STREET SUITE 2,NEW YORK NY,10155_,6849200,13311300,20160500,51147189,5616,1910,2009,75600,70000,12,B,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24 Federal Street,2110,96.4
0304023000_,nan,0304023000_,260,FRANKLIN,ST,nan,02109_,348,C,N,TWO SIXTY FRANKLIN INC, ,260 FRANKLIN ST,BOSTON MA,02109_,27602400,98479600,126082000,319895034,17812,1983,2009,430196,413650,23,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,260 Franklin Street,2110,61.8
0304035000_,nan,0304035000_,265,FRANKLIN,ST,nan,02110_,348,C,N,TWO65 FRANKLIN ST ASSOC LLC,C/O CLARENDON GROUP USA/BETH,265 FRANKLIN ST,BOSTON MA,02110_,27962000,107586000,135548000,343885276,26963,1983,2009,431871,410416,21,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,265 Franklin Street,2110,58
1101589000_,nan,1101589000_,27,SCHOOL,ST,nan,02119_,101,R1,N,SONG JIAXI,C/O JIAXI SONG,27 SCHOOL ST,JAMAICA PLAIN MA,02130_,92200,264400,356600,377639,1875,1900,2002,2699,1550,2,R,CL,G,M,6,2,1,1,M,M,nan,1,M,nan,nan,W,N,0,A,A,G,N,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27 School Street,2110,58
0304643010_,nan,0304643010_,33,ARCH,ST,nan,02110_,390,CL,N,T-C ARCH ST LLC,TEACHERS INS & ANNUITY ASSOC,33 ARCH ST FLR 31,BOSTON MA,02110_,23915902,53712631,77628533,196943588,23104,0,nan,0,0,nan,B,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33 Arch Street,2110,66.3
0304669000_,nan,0304669000_,70,FEDERAL,ST,nan,02110_,346,C,N,DLC REALTY LLC,C/O CORPORATE SERVICE CO,84 STATE ST,BOSTON  MA,02109_,10653000,9535000,20188000,51216956,10002,1966,2004,70999,62111,7,B,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,70 Federal Street,2110,74.4
0303990012_,0303990010_,0303990010_,80,BROAD,ST,C-100,02110_,357,CC,N,RAUSEO MICHAEL J TS,C/O MICHAEL J RAUSEO,80 BROAD ST #C-100,BOSTON  MA,02110_,0,597000,597000,1514589,2036,0,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,80 Broad Street,2110,30.1
0304576000_,nan,0304576000_,99,SUMMER,ST,nan,02110_,347,C,N,99 SUMMER OWNER LLC,C/O ROCKPOINT GROUP LLC,3953 MAPLE AVE STE #300,DALLAS TX ,75219_,15208390,67699056,82907446,210336191,17952,1986,2016,276321,263870,20,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,99 Summer Street,2110,46.4
0305424020_,0305424020_,0305424020_,1,NASSAU,ST,nan,02111_,995,CM,N,METROPOLITAN PRIMARY CONDO,C/O CATHY HULT MGR,1 NASSAU ST,BOSTON MA,02111_,0,0,0,0,37865,2004,nan,0,0,23,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HR,1,2,281,B,E,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Nassau St,2111,66.9
2006258020_,nan,2006258020_,10,MAPLE,LA,nan,02132_,101,R1,Y,FITZPATRICK TERRENCE M, ,10 MAPLE LANE ,WEST ROXBURY MA,02132_,178000,540700,718700,761103,6009,2005,nan,3775,2341,2,R,CL,G,F,7,4,2,1,M,M,M,1,M,nan,nan,W,C,1,G,G,G,N,F,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10 Maple Place,2111,124.4
2008490000_,nan,2008490000_,10,TEMPLE,TE,nan,02132_,101,R1,Y,LATYSZONEK ELEONORA,C/O ELEONORA LATYSZONEK  ,10 TEMPLE TE,WEST ROXBURY MA,02132_,130900,186600,317500,336232,5000,1920,0,1929,912,1,R,BW,H,M,5,2,1,0,S,nan,nan,1,S,nan,nan,W,N,0,A,A,A,N,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10 Temple Pl,2111,61.8
0305251000_,nan,0305251000_,136,HARRISON,AV,nan,02111_,977,E,N,TUFTS UNIVERSITY TRST, ,136 HARRISON AVE,BOSTON MA,02111_,6127300,46111200,52238500,0,14661,1945,2008,133416,118592,8,B,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,136 Harrison Avenue,2111,300.1
0304800000_,nan,0304800000_,141,TREMONT,ST,nan,02111_,346,C,N,NS  141  TREMONT  LLC,C/O SYNERGY INVESTMENTS,100 FRANKLIN ST SUITE 200,BOSTON     MA,02110_,3437000,12541000,15978000,40561186,5407,1965,2003,70291,64884,12,B,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,141 tremont street,2111,75.6
1103311000_,1103311000_,1103311000_,145,SOUTH,ST,nan,02130_,995,CM,N,ONE-45 SOUTH STREET CONDO,C/O WATERFORD THREE LLC,15 UNION  ST,BOSTON   MA,02109_,0,0,0,0,3980,1905,2009,0,0,3,R,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,DK,3,0,0,W,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,145 South Street,2111,60.9
0304850002_,0304850000_,0304850000_,151,TREMONT,ST,1,02111_,357,CC,N,KARGMAN WILLIAM M TS, ,151 TREMONT,BOSTON MA,02111_,0,4828500,4828500,12249905,14705,0,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,151 Tremont Street,2111,42.9
0304847010_,0304847010_,0304847010_,165,TREMONT,ST,nan,02111_,995,CM,N,GRANDVIEW CONDOMINIUM TR, ,165 TREMONT ST,BOSTON MA,02111_,0,0,0,0,9603,2003,nan,0,0,18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HR,61,2,0,B,G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,165 Tremont St,2111,62.8
0304842002_,0304842000_,0304842000_,170,TREMONT,ST,C1,02111_,357,CC,N,GREGORIADIS GEORGE, ,170 TREMONT ST #C1,BOSTON MA,02111_,0,174500,174500,442707,384,0,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,170 Tremont St ,2111,66.8
0304870408_,0304870400_,0304870400_,175,TREMONT,ST,THEATER,02111_,356,CC,N,NEW COMMONWEALTH COMMERCIAL,C/O D DAVID GOBEN,1790 BROADWAY 5TH FL,NEW YORK NY,10019_,0,33223500,33223500,84313020,136011,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,175 Tremont Street,2111,89.4
0305332000_,nan,0305332000_,179,LINCOLN,ST,nan,02111_,346,C,N,INVESCO IF IV U S 3 LLC,C/O INVESCO IF IV U S 3 LLC,179 LINCOLN ST ,BOSTON MA,02111_,18539000,39110000,57649000,146255513,42639,1899,2013,252528,210440,5,B,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,179 Lincoln Street,2111,56.6
0304870022_,0304870020_,0304870020_,2,AVERY,ST,17A,02111_,102,CD,N,ELTENLIGHT BOSTON LLC,C/O RICHARD P BRANSON ESQ,18 TREMONT ST STE 900,BOSTON MA,02108_,0,1660532,1660532,1758503,1429,2000,2000,1429,1429,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17,1,N,F,4,2,2,0,M,M,nan,O,M,W,C,1,E,E,E,2 Avery Street,2111,158.6
0305081000_,nan,0305081000_,200,HARRISON,AV,nan,02111_,977,E,N,TUFTS COLLEGE TRSTS OF, ,200 HARRISON AV,BOSTON MA,02111_,5838468,3164725,9003193,0,26359,1954,2001,68316,53138,4,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200 Harrison Avenue,2111,85.8
1804451002_,1804451000_,1804451000_,41,WEST,ST,1,02136_,102,CD,Y,BERNARD KAYCI C,C/O KAYCI C BERNARD,41 WEST ST  #1,HYDE PARK MA,02136_,0,269900,269900,285824,1292,2004,nan,1292,1292,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2,N,T,4,2,1,1,M,M,nan,F,M,F,C,0,N,G,A,33 and 41 West Street,2111,6
2204144000_,nan,2204144000_,505,WASHINGTON,ST,nan,02135_,105,R3,N,KEEGAN JOSEPH A,C/O SHEILA GLEESON,67 DUNBOY ST,BRIGHTON MA,02135_,229900,848700,1078600,1142237,5008,1915,2004,6373,4296,3,R,DK,F,M,15,6,3,0,M,S,S,3,M,M,M,F,N,0,A,A,A,N,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,505 Washington Street,2111,100.6
0203749000_,0203749000_,0203749000_,10,WASHINGTON,ST,nan,02129_,995,CM,N,TEN WASHINGTON ST CONDO TR, ,10 WASHINGTON,CHARLESTOWN MA,02129_,0,0,0,0,1142,1999,1999,0,0,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,RM,3,0,0,B,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,525 Washington Street - 10 West Street,2111,71.3
2203907000_,nan,2203907000_,539,WASHINGTON,ST,nan,02135_,105,R3,N,SHOUCAIR WILLIAM M, ,112 KING ST,DORCHESTER MA,02122_,171000,773000,944000,999696,3194,1925,nan,6136,4303,3,R,SD,H,M,15,9,4,0,S,S,S,3,S,S,S,F,N,0,A,A,A,N,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,539 WASHINGTON STREET,2111,107
0304488000_,0304488000_,0304488000_,580,WASHINGTON,ST,nan,02111_,995,CM,N,MILLENIUM  AVERY CONDOMINIUM,C/O MILLENIUM PARTNERS-BOST,172 TREMONT ST,BOSTON MA,02111_,0,0,0,0,41987,2012,nan,0,0,15,B,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HR,256,1,0,G,E,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,580 Washington Street,2111,82.4
0304965010_,0304965010_,0304965010_,660,WASHINGTON,ST,nan,02111_,995,CM,N,ARCHSTONE BOSTON COMMON,C/O MATHEU & WEST / MGRS,660 WASHINGTON  ST,BOSTON  MA,02111_,0,0,0,0,40996,2006,nan,0,0,28,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HR,1,0,0,G,E,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,660 Washington St.,2111,67.5
0304302010_,nan,0304302010_,695,ATLANTIC,AV,nan,02111_,346,C,N,SIX95 ATLANTIC AVENUE CO LLC,C/O JONES LANG LASALLE,695 ATLANTIC AV,BOSTON MA,02111_,14490000,27176000,41666000,105706642,18460,1899,2008,186588,169719,11,B,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,695 Atlantic Ave,2111,80.2
0304309000_,nan,0304309000_,711,ATLANTIC,AV,nan,02111_,346,C,N,I&G DIRECT REAL ESTATE 39 LP,C/O JP MORGAN INVMT MNGNT IN,270 PARK AV 7TH FL,NEW YORK NY,10017_,8997600,15304900,24302500,61655443,16557,1899,2010,94595,80850,6,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,711 Atlantic Avenue,2111,77.7
0305355000_,nan,0305355000_,745,ATLANTIC,AV,nan,02111_,346,C,N,OPG 745 ATLANTIC OWNER,C/O OXFORD I ASSET MANAGEMEN,125 SUMMER STREET,BOSTON MA,02110_,13793800,45706200,59500000,150951500,19647,1988,2014,210005,194417,11,B,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,745 Atlantic Ave,2111,86.7
0304482000_,nan,0304482000_,8,HARRISON,AV,nan,02111_,406,I,N,NEW ENG TEL * TEL CO,C/O DUFF AND PHELPS,PO BOX 2749,ADDISON TX,75001_,3774500,6957000,10731500,27225816,21193,1899,2001,163508,143046,8,B,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8 HARRISON AVE,2111,118.7
0305379035_,0305379035_,0305379035_,800,WASHINGTON,ST,nan,02111_,995,CM,N,TUFFS NEW ENGLAND MEDICAL, ,800 WASHINGTON  ST   ,BOSTON  MA,02111_,0,0,0,0,106817,1982,2007,0,0,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,MR,0,1,0,G,G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,800 Washington St,2111,171.7
0305545000_,nan,0305545000_,885,WASHINGTON,ST,nan,02111_,976,E,N,CITY OF BOSTON, ,885 WASHINGTON ST,BOSTON MA,02111_,28352100,24512000,52864100,0,84410,1960,nan,300,200,2,B,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,885 Washington St.,2111,65.4
1704356000_,nan,1704356000_,888,WASHINGTON,ST,nan,02124_,101,R1,Y,JAMES SAMUEL P, ,888 WASHINGTON ST,DORCHESTER MA,02124_,124400,182600,307000,325113,4792,1935,1950,2530,1586,2,R,CL,G,M,8,4,1,1,S,S,nan,1,S,nan,nan,W,N,0,A,A,A,N,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,888 Washington Street,2111,70.1
0304304400_,nan,0304304400_,89,SOUTH,ST,nan,02111_,905,E,N,THIRD SECTOR NEW ENGLAND INC,C/O PARADIGM PROPERTIES ,20 CUSTOM HOUSE ST STE 800,BOSTON  MA,02110_,9074800,16715200,25790000,0,16740,1899,2004,112500,100000,8,B,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,89 South Street,2111,57.3
1704240000_,nan,1704240000_,900,WASHINGTON,ST,nan,02124_,101,R1,Y,PHAN MARIA,C/O MARIA PHAN,900 WASHINGTON ST,DORCHESTER MA,02124_,122100,242600,364700,386217,4170,1925,0,3904,2592,2,R,CL,G,M,8,5,3,1,S,S,S,1,S,nan,nan,W,N,1,A,A,A,N,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,900 Washington St.,2111,43.2
0304980010_,0304980010_,0304980010_,99,KNEELAND,ST,nan,02111_,995,CM,N,ONE  GREENWAY  PRIMARY,C/O  NEW BOSTON FUND  INC ,75  STATE  ST  12TH FLOOR ,BOSTON    MA,02109_,0,0,0,0,48220,2013,nan,0,0,21,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HR,217,2,0,A,E,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,99 Kneeland Street,2111,50
0302365000_,nan,0302365000_,25,PARMENTER,ST,nan,02113_,902,E,N,CITY OF BOSTON, ,25 PARMENTER,BOSTON MA,02113_,1456200,1196800,2653000,0,9932,1900,2007,7650,7650,1,C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25 Parmenter St,2113,110.9
0303135000_,0303135000_,0303135000_,350,NORTH,ST,nan,02113_,995,CM,N,CHARLES BULFINCH CONDO ASSN, ,350 NORTH,BOSTON MA,02113_,0,0,0,0,16381,1999,1999,0,0,9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,MR,37,0,0,B,G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,350 North Street,2113,42.4
0301560010_,nan,0301560010_,1,CANAL,ST,nan,02114_,13,RC,N,AIMCO ONE CANAL STREET LLC,C/O RYAN LLC,13155 NOWEL RD #100 LB73,DALLAS TX,75240_,31841700,120746800,152588500,179638286,nan,2013,nan,469436,452659,12,A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1 Canal Street,2114,32
